x,y,z,m
0.692923,0.583422,0.692923,0.259041
0.976501,0.777398,0.976501,0.946623
0.293100,0.105625,0.293100,0.140416
0.503800,0.794336,0.503800,0.939238
0.967254,0.303171,0.967254,0.622150
0.883541,0.418867,0.883541,0.739219
0.648030,0.319163,0.648030,0.938139
0.995911,0.263955,0.995911,0.433607
0.219031,0.069399,0.219031,0.525559
0.236518,0.021760,0.236518,0.072359
0.799799,0.386731,0.799799,0.325541
0.613910,0.170782,0.613910,0.031800
0.655934,0.290689,0.655934,0.209143
0.472060,0.807703,0.472060,0.502853
0.734306,0.381970,0.734306,0.527940
0.838313,0.604572,0.838313,0.104160
0.823298,0.362011,0.823298,0.789850
0.395795,0.890805,0.395795,0.620655
0.337809,0.677389,0.337809,0.459944
0.081240,0.860164,0.081240,0.866573
0.729514,0.289560,0.729514,0.886380
0.307566,0.902829,0.307566,0.673971
0.521958,0.569231,0.521958,0.350810
0.811548,0.062410,0.811548,0.005737
0.970794,0.315958,0.970794,0.244514
0.126377,0.618091,0.126377,0.194189
0.348796,0.902646,0.348796,0.369060
0.679586,0.791406,0.679586,0.304056
0.856227,0.545091,0.856227,0.362011
0.515336,0.578509,0.515336,0.620960
0.155736,0.696554,0.155736,0.247810
0.642415,0.707144,0.642415,0.264595
0.532823,0.567248,0.532823,0.113498
0.006653,0.718558,0.006653,0.927091
0.680654,0.768792,0.680654,0.909574
0.088778,0.174749,0.088778,0.736137
0.110477,0.083926,0.110477,0.375622
0.126804,0.990295,0.126804,0.243507
0.186682,0.360912,0.186682,0.091281
0.964019,0.889492,0.964019,0.538163
0.787011,0.533097,0.787011,0.651936
0.521287,0.988372,0.521287,0.484542
0.587512,0.763390,0.587512,0.969420
0.895077,0.501633,0.895077,0.085879
0.973052,0.713920,0.973052,0.697928
0.079775,0.574938,0.079775,0.972564
0.572100,0.940489,0.572100,0.784783
0.315592,0.241585,0.315592,0.015168
0.417158,0.412000,0.417158,0.146123
0.061068,0.504837,0.061068,0.063143
0.729820,0.155217,0.729820,0.467757
0.590869,0.544786,0.590869,0.807672
0.330851,0.024171,0.330851,0.130924
0.218177,0.050417,0.218177,0.770196
0.675466,0.594623,0.675466,0.263100
0.142735,0.676748,0.142735,0.415632
0.513413,0.183691,0.513413,0.913755
0.923215,0.626667,0.923215,0.390667
0.174169,0.994385,0.174169,0.355083
0.574847,0.358104,0.574847,0.887082
0.477126,0.385083,0.477126,0.507920
0.292306,0.416089,0.292306,0.129856
0.266549,0.264077,0.266549,0.492355
0.797296,0.389569,0.797296,0.990722
0.572069,0.609180,0.572069,0.303690
0.310953,0.993774,0.310953,0.726157
0.393536,0.112125,0.393536,0.613056
0.151921,0.276864,0.151921,0.840968
0.111301,0.948210,0.111301,0.693350
0.958678,0.952391,0.958678,0.076205
0.521439,0.670766,0.521439,0.469802
0.537248,0.855892,0.537248,0.522904
0.495743,0.230659,0.495743,0.696066
0.334025,0.527207,0.334025,0.859890
0.266976,0.121006,0.266976,0.254616
0.533311,0.917508,0.533311,0.717399
0.339122,0.646443,0.339122,0.582965
0.779931,0.221107,0.779931,0.165166
0.022340,0.317820,0.022340,0.224036
0.526933,0.832759,0.526933,0.325907
0.593219,0.371685,0.593219,0.502213
0.008271,0.429456,0.008271,0.113346
0.079958,0.414838,0.079958,0.323985
0.836451,0.177679,0.836451,0.095706
0.672567,0.193884,0.672567,0.103824
0.225135,0.065249,0.225135,0.483871
0.757836,0.489700,0.757836,0.814875
0.836909,0.358470,0.836909,0.244728
0.579638,0.136906,0.579638,0.164800
0.255776,0.184088,0.255776,0.339396
0.524155,0.168676,0.524155,0.896573
0.084964,0.236396,0.084964,0.086550
0.029786,0.085910,0.029786,0.214118
0.669546,0.609149,0.669546,0.650746
0.122623,0.252052,0.122623,0.333354
0.443983,0.752708,0.443983,0.655568
0.576342,0.412397,0.576342,0.157689
0.904965,0.556078,0.904965,0.922025
0.697378,0.338786,0.697378,0.079043
0.208869,0.553850,0.208869,0.331767
0.735343,0.599139,0.735343,0.903439
0.394635,0.258248,0.394635,0.815455
0.917844,0.451827,0.917844,0.901852
0.231239,0.616230,0.231239,0.465896
0.110843,0.865322,0.110843,0.986084
0.690390,0.591510,0.690390,0.776513
0.103824,0.662770,0.103824,0.009369
0.044282,0.871487,0.044282,0.004395
0.519852,0.791406,0.519852,0.192389
0.588153,0.699332,0.588153,0.658864
0.350658,0.717185,0.350658,0.673849
0.987945,0.831141,0.987945,0.114444
0.117069,0.944212,0.117069,0.186193
0.252968,0.617786,0.252968,0.349376
0.653951,0.659383,0.653951,0.856777
0.333659,0.211982,0.333659,0.808863
0.520310,0.501816,0.520310,0.133122
0.344066,0.900449,0.344066,0.393170
0.034669,0.457534,0.034669,0.834193
0.409650,0.560778,0.409650,0.571184
0.935087,0.878780,0.935087,0.325785
0.139805,0.243538,0.139805,0.618458
0.664296,0.628651,0.664296,0.821619
0.725669,0.879360,0.725669,0.980682
0.279916,0.350780,0.279916,0.808832
0.662679,0.110813,0.662679,0.761773
0.989624,0.863582,0.989624,0.598956
0.098178,0.249672,0.098178,0.337291
0.311197,0.679983,0.311197,0.003693
0.804285,0.358684,0.804285,0.092746
0.857845,0.651936,0.857845,0.135624
0.775262,0.458754,0.775262,0.286721
0.748192,0.739860,0.748192,0.333964
0.450423,0.861019,0.450423,0.039308
0.641530,0.907224,0.641530,0.215461
0.561602,0.623707,0.561602,0.445326
0.398022,0.140110,0.398022,0.850093
0.605976,0.134342,0.605976,0.812555
0.363689,0.591754,0.363689,0.061739
0.943602,0.816675,0.943602,0.025117
0.280770,0.851924,0.280770,0.854396
0.520066,0.962767,0.520066,0.031709
0.822718,0.341655,0.822718,0.962279
0.214209,0.689932,0.214209,0.458907
0.754387,0.832667,0.754387,0.526231
0.810816,0.022919,0.810816,0.349376
0.717307,0.091891,0.717307,0.894223
0.598132,0.100803,0.598132,0.025178
0.639668,0.651112,0.639668,0.546983
0.590594,0.509079,0.590594,0.076144
0.771661,0.701285,0.771661,0.149174
0.376568,0.736717,0.376568,0.473098
0.345378,0.112308,0.345378,0.724876
0.590869,0.758080,0.590869,0.806024
0.860286,0.577441,0.860286,0.958373
0.012482,0.740104,0.012482,0.647511
0.993103,0.882748,0.993103,0.620075
0.287271,0.874264,0.287271,0.041017
0.133122,0.301798,0.133122,0.117283
0.275460,0.333567,0.275460,0.114048
0.542314,0.115085,0.542314,0.169805
0.024537,0.354656,0.024537,0.816523
0.140507,0.254646,0.140507,0.610950
0.366680,0.444777,0.366680,0.783959
0.915494,0.073458,0.915494,0.313150
0.141575,0.713828,0.141575,0.325968
0.958190,0.240089,0.958190,0.238838
0.043977,0.331400,0.043977,0.539262
0.122837,0.758232,0.122837,0.616199
0.096438,0.108829,0.096438,0.546129
0.312174,0.111087,0.312174,0.239906
0.746879,0.206244,0.746879,0.857631
0.387555,0.531114,0.387555,0.897000
0.591266,0.964507,0.591266,0.861904
0.704093,0.394391,0.704093,0.917508
0.721427,0.862239,0.721427,0.437452
0.270730,0.740196,0.270730,0.850459
0.697439,0.598041,0.697439,0.691427
0.535691,0.915586,0.535691,0.264412
0.145421,0.297281,0.145421,0.822871
0.796319,0.344829,0.796319,0.673544
0.980346,0.844325,0.980346,0.110996
0.234321,0.424085,0.234321,0.588000
0.253304,0.339427,0.253304,0.028596
0.576128,0.540727,0.576128,0.690115
0.624622,0.680837,0.624622,0.480148
0.377667,0.218116,0.377667,0.134922
0.461104,0.271767,0.461104,0.165197
0.934935,0.384960,0.934935,0.976074
0.559008,0.852596,0.559008,0.066622
0.818781,0.769829,0.818781,0.716453
0.491501,0.457534,0.491501,0.063906
0.035310,0.420850,0.035310,0.984161
0.581408,0.497147,0.581408,0.671377
0.811060,0.350078,0.811060,0.333140
0.498825,0.964995,0.498825,0.901608
0.002838,0.303079,0.002838,0.169073
0.483810,0.769768,0.483810,0.253517
0.133335,0.653584,0.133335,0.800134
0.194006,0.192419,0.194006,0.825861
0.050905,0.422742,0.050905,0.612598
0.177374,0.468154,0.177374,0.555376
0.214911,0.423933,0.214911,0.371960
0.969726,0.493332,0.969726,0.580065
0.605853,0.532121,0.605853,0.648366
0.817438,0.657674,0.817438,0.727500
0.260384,0.078494,0.260384,0.367626
0.025147,0.801172,0.025147,0.128178
0.431776,0.369915,0.431776,0.486923
0.928434,0.296182,0.928434,0.953673
0.374737,0.333506,0.374737,0.795587
0.491256,0.254524,0.491256,0.279946
0.755852,0.286142,0.755852,0.840877
0.528916,0.859279,0.528916,0.075777
0.688406,0.829035,0.688406,0.978759
0.555528,0.822077,0.555528,0.315836
0.392956,0.867153,0.392956,0.549699
0.256661,0.964965,0.256661,0.219031
0.482162,0.753899,0.482162,0.179449
0.587115,0.927549,0.587115,0.611896
0.871059,0.560533,0.871059,0.204871
0.493484,0.998901,0.493484,0.416761
0.312174,0.470809,0.312174,0.224555
0.261879,0.074709,0.261879,0.265023
0.555803,0.300333,0.555803,0.774804
0.490463,0.739311,0.490463,0.235511
0.135014,0.141301,0.135014,0.130284
0.687246,0.472549,0.687246,0.717734
0.775933,0.131870,0.775933,0.229865
0.492660,0.982025,0.492660,0.400067
0.432722,0.350780,0.432722,0.727378
0.527299,0.659963,0.527299,0.383251
0.947935,0.836818,0.947935,0.167364
0.864437,0.165380,0.864437,0.418409
0.337535,0.733390,0.337535,0.285989
0.127781,0.131016,0.127781,0.270516
0.701224,0.558061,0.701224,0.436628
0.214148,0.995392,0.214148,0.206671
0.757317,0.597125,0.757317,0.140751
0.641072,0.959868,0.641072,0.609210
0.003113,0.425001,0.003113,0.763817
0.519425,0.070559,0.519425,0.714225
0.500107,0.548845,0.500107,0.315775
0.151189,0.425672,0.151189,0.474654
0.283853,0.178167,0.283853,0.377117
0.251961,0.507065,0.251961,0.548662
0.399457,0.119236,0.399457,0.149541
0.798791,0.637745,0.798791,0.412885
0.561510,0.794641,0.561510,0.631703
0.502609,0.563555,0.502609,0.600757
0.439314,0.387799,0.439314,0.920072
0.906156,0.160436,0.906156,0.065676
0.567095,0.112613,0.567095,0.634632
0.106357,0.266305,0.106357,0.669515
0.878994,0.607837,0.878994,0.469771
0.102206,0.638203,0.102206,0.795526
0.869442,0.456740,0.869442,0.869961
0.767327,0.034181,0.767327,0.087039
0.378124,0.831538,0.378124,0.830561
0.447584,0.420545,0.447584,0.310495
0.000305,0.262947,0.000305,0.823664
0.183813,0.303629,0.183813,0.343791
0.121860,0.534837,0.121860,0.848781
0.559435,0.187048,0.559435,0.289529
0.579455,0.703543,0.579455,0.608661
0.173193,0.153630,0.173193,0.713370
0.945677,0.242561,0.945677,0.810205
0.736686,0.572436,0.736686,0.007172
0.439314,0.312052,0.439314,0.589923
0.797082,0.930815,0.797082,0.877529
0.460402,0.153356,0.460402,0.065065
0.084750,0.791436,0.084750,0.958708
0.750420,0.608509,0.750420,0.009217
0.486099,0.874294,0.486099,0.551256
0.177343,0.764733,0.177343,0.653157
0.640858,0.263833,0.640858,0.485061
0.146031,0.724082,0.146031,0.610462
0.165105,0.740837,0.165105,0.107761
0.633137,0.497879,0.633137,0.928556
0.498733,0.239570,0.498733,0.397931
0.847407,0.026368,0.847407,0.264290
0.378124,0.429762,0.378124,0.203467
0.514817,0.323038,0.514817,0.184851
0.933836,0.423658,0.933836,0.604755
0.788659,0.744316,0.788659,0.593493
0.413221,0.608020,0.413221,0.402966
0.784814,0.384075,0.784814,0.280190
0.528184,0.601154,0.528184,0.733512
0.741783,0.593158,0.741783,0.597705
0.427656,0.335002,0.427656,0.804102
0.805963,0.623829,0.805963,0.262032
0.295480,0.262154,0.295480,0.758080
0.441664,0.399426,0.441664,0.278542
0.572863,0.687826,0.572863,0.662801
0.466445,0.408856,0.466445,0.992401
0.806116,0.226905,0.806116,0.622883
0.711112,0.726066,0.711112,0.264565
0.119327,0.386090,0.119327,0.018342
0.304910,0.154607,0.304910,0.772637
0.312021,0.270730,0.312021,0.868129
0.585803,0.497238,0.585803,0.436354
0.581774,0.417035,0.581774,0.318155
0.635365,0.950377,0.635365,0.968688
0.871883,0.749016,0.871883,0.254738
0.439253,0.623585,0.439253,0.551317
0.844020,0.660451,0.844020,0.042817
0.672140,0.184210,0.672140,0.635792
0.475906,0.222144,0.475906,0.389294
0.107944,0.626911,0.107944,0.868954
0.283975,0.513688,0.283975,0.331187
0.655049,0.168065,0.655049,0.143834
0.171026,0.080691,0.171026,0.349071
0.016266,0.265450,0.016266,0.775567
0.898801,0.516739,0.898801,0.605274
0.974242,0.762688,0.974242,0.801996
0.185766,0.170293,0.185766,0.307138
0.301401,0.158757,0.301401,0.409528
0.429701,0.977081,0.429701,0.195318
0.295267,0.002625,0.295267,0.483963
0.055330,0.416639,0.055330,0.157140
0.938536,0.412671,0.938536,0.286142
0.487075,0.594806,0.487075,0.964751
0.684133,0.721305,0.684133,0.252907
0.746574,0.450453,0.746574,0.138493
0.865596,0.244392,0.865596,0.922666
0.675436,0.087619,0.675436,0.935209
0.732109,0.175939,0.732109,0.986389
0.782922,0.232612,0.782922,0.461348
0.108554,0.607501,0.108554,0.463240
0.718467,0.815851,0.718467,0.911527
0.680929,0.672658,0.680929,0.001465
0.369488,0.679037,0.369488,0.931516
0.906247,0.816736,0.906247,0.304056
0.583941,0.407208,0.583941,0.106723
0.547777,0.191229,0.547777,0.679647
0.518021,0.285684,0.518021,0.575457
0.835292,0.173345,0.835292,0.718223
0.608814,0.382183,0.608814,0.767113
0.250099,0.010468,0.250099,0.091861
0.171941,0.753746,0.171941,0.265481
0.935301,0.589831,0.935301,0.480728
0.624195,0.778771,0.624195,0.797082
0.730827,0.332896,0.730827,0.623585
0.331248,0.614246,0.331248,0.344432
0.833735,0.215003,0.833735,0.493667
0.080264,0.777551,0.080264,0.384320
0.083224,0.909879,0.083224,0.599567
0.177618,0.853542,0.177618,0.251015
0.870968,0.059053,0.870968,0.410932
0.171422,0.326609,0.171422,0.624653
0.676015,0.666616,0.676015,0.909207
0.199377,0.537828,0.199377,0.144505
0.225227,0.618488,0.225227,0.263466
0.961211,0.766747,0.961211,0.147160
0.278268,0.327128,0.278268,0.631245
0.316446,0.438581,0.316446,0.529954
0.037690,0.501053,0.037690,0.084140
0.507187,0.456252,0.507187,0.739128
0.184393,0.039277,0.184393,0.658895
0.005463,0.657277,0.005463,0.883145
0.537431,0.050935,0.537431,0.532792
0.986206,0.395978,0.986206,0.970977
0.339335,0.999817,0.339335,0.324809
0.424635,0.250435,0.424635,0.275430
0.166265,0.973663,0.166265,0.521165
0.819178,0.854457,0.819178,0.821375
0.463240,0.079104,0.463240,0.026154
0.538835,0.854671,0.538835,0.999023
0.704123,0.960967,0.704123,0.838008
0.796167,0.992645,0.796167,0.302194
0.176824,0.446638,0.176824,0.849513
0.244575,0.311716,0.244575,0.191717
0.393597,0.315989,0.393597,0.773980
0.201361,0.489212,0.201361,0.083560
0.126072,0.195502,0.126072,0.195837
0.495041,0.293313,0.495041,0.462142
0.065371,0.578204,0.065371,0.746696
0.938200,0.165319,0.938200,0.118686
0.107395,0.967772,0.107395,0.405713
0.425001,0.926420,0.425001,0.514512
0.262917,0.148381,0.262917,0.925810
0.654073,0.609790,0.654073,0.269112
0.192663,0.579180,0.192663,0.384045
0.475875,0.417859,0.475875,0.773766
0.367595,0.913663,0.367595,0.857784
0.865658,0.803980,0.865658,0.929502
0.853999,0.644429,0.853999,0.225166
0.520798,0.679708,0.520798,0.010559
0.723685,0.872494,0.723685,0.091128
0.083682,0.746757,0.083682,0.652699
0.089022,0.201972,0.089022,0.838008
0.989441,0.954070,0.989441,0.966308
0.763329,0.759606,0.763329,0.801355
0.938169,0.079684,0.938169,0.774834
0.545732,0.339183,0.545732,0.570818
0.993164,0.438063,0.993164,0.978027
0.131565,0.671133,0.131565,0.415784
0.303079,0.711844,0.303079,0.040162
0.647450,0.817133,0.647450,0.836360
0.449934,0.909024,0.449934,0.603504
0.811396,0.689505,0.811396,0.238807
0.421613,0.444899,0.421613,0.226264
0.717978,0.695822,0.717978,0.736808
0.209479,0.349223,0.209479,0.246193
0.248573,0.508469,0.248573,0.076724
0.031129,0.598102,0.031129,0.768761
0.106449,0.959075,0.106449,0.688833
0.178014,0.571093,0.178014,0.780328
0.476882,0.058077,0.476882,0.862819
0.488113,0.633229,0.488113,0.386578
0.312418,0.139409,0.312418,0.048555
0.443525,0.842097,0.443525,0.175726
0.242927,0.129795,0.242927,0.282205
0.893185,0.779748,0.893185,0.706839
0.110813,0.943419,0.110813,0.736595
0.400494,0.509812,0.400494,0.122990
0.131169,0.001343,0.131169,0.397168
0.216041,0.659566,0.216041,0.889828
0.676962,0.876278,0.676962,0.862850
0.875179,0.626881,0.875179,0.658437
0.689077,0.061800,0.689077,0.271737
0.420637,0.912320,0.420637,0.254036
0.711570,0.867153,0.711570,0.351878
0.250343,0.576037,0.250343,0.788995
0.551836,0.436537,0.551836,0.597034
0.589984,0.820093,0.589984,0.901242
0.565752,0.893918,0.565752,0.567553
0.590594,0.695090,0.590594,0.117405
0.567705,0.612293,0.567705,0.316050
0.051271,0.932585,0.051271,0.341288
0.365978,0.608386,0.365978,0.938292
0.766961,0.901883,0.766961,0.467055
0.922727,0.062105,0.922727,0.248787
0.500870,0.692129,0.500870,0.117374
0.139134,0.961180,0.139134,0.581866
0.582263,0.319376,0.582263,0.507004
0.265816,0.870418,0.265816,0.717185
0.129124,0.058565,0.129124,0.430799
0.937590,0.826624,0.937590,0.930631
0.895871,0.900632,0.895871,0.377087
0.833857,0.357860,0.833857,0.170080
0.745750,0.134342,0.745750,0.766045
0.963866,0.628040,0.963866,0.356243
0.748833,0.053682,0.748833,0.312815
0.576586,0.706504,0.576586,0.808374
0.904416,0.789544,0.904416,0.515885
0.696127,0.962493,0.696127,0.794977
0.488815,0.266823,0.488815,0.270363
0.281655,0.584704,0.281655,0.209754
0.028016,0.286691,0.028016,0.606250
0.012757,0.225837,0.012757,0.372387
0.895230,0.733299,0.895230,0.551683
0.699545,0.772179,0.699545,0.954100
0.533586,0.906003,0.533586,0.121281
0.317637,0.237892,0.317637,0.028596
0.303934,0.976409,0.303934,0.429365
0.668661,0.784906,0.668661,0.247963
0.957335,0.570238,0.957335,0.928312
0.665029,0.867153,0.665029,0.143193
0.732627,0.474593,0.732627,0.771722
0.240303,0.500259,0.240303,0.550096
0.079440,0.469741,0.079440,0.302835
0.884457,0.656056,0.884457,0.160131
0.005524,0.286355,0.005524,0.667776
0.803735,0.781945,0.803735,0.196081
0.049471,0.687429,0.049471,0.553697
0.706015,0.445753,0.706015,0.212867
0.878506,0.675314,0.878506,0.052248
0.210913,0.104923,0.210913,0.023438
0.510971,0.823786,0.510971,0.647786
0.885037,0.001312,0.885037,0.749352
0.164098,0.735069,0.164098,0.330577
0.901944,0.180578,0.901944,0.996734
0.726676,0.621845,0.726676,0.835261
0.327372,0.636677,0.327372,0.156865
0.856533,0.014344,0.856533,0.003876
0.029542,0.581530,0.029542,0.832331
0.703391,0.592334,0.703391,0.274453
0.214179,0.839473,0.214179,0.387310
0.256508,0.142064,0.256508,0.293985
0.584613,0.366771,0.584613,0.623737
0.317179,0.638447,0.317179,0.656972
0.127049,0.896268,0.127049,0.581896
0.096561,0.452010,0.096561,0.768487
0.520707,0.706656,0.520707,0.466292
0.438215,0.680990,0.438215,0.832545
0.172918,0.517350,0.172918,0.696341
0.665792,0.608234,0.665792,0.965514
0.879391,0.507797,0.879391,0.082278
0.055727,0.283334,0.055727,0.434156
0.109165,0.461989,0.109165,0.125828
0.934904,0.229682,0.934904,0.019074
0.915067,0.038148,0.915067,0.446028
0.403180,0.276467,0.403180,0.502976
0.468520,0.163182,0.468520,0.329997
0.681265,0.515610,0.681265,0.283822
0.220038,0.552110,0.220038,0.408765
0.083102,0.383923,0.083102,0.113315
0.684133,0.352733,0.684133,0.457930
0.613880,0.870144,0.613880,0.960112
0.849574,0.915220,0.849574,0.323618
0.192267,0.846828,0.192267,0.997864
0.214484,0.686361,0.214484,0.973144
0.498428,0.527543,0.498428,0.718925
0.446699,0.229408,0.446699,0.670766
0.446486,0.048830,0.446486,0.172277
0.668569,0.368511,0.668569,0.278573
0.282235,0.177221,0.282235,0.327067
0.367443,0.458083,0.367443,0.682272
0.305765,0.141270,0.305765,0.560656
0.930662,0.777551,0.930662,0.341746
0.219153,0.588610,0.219153,0.272011
0.805689,0.050752,0.805689,0.967193
0.099185,0.667989,0.099185,0.620075
0.285409,0.090609,0.285409,0.319498
0.994873,0.236213,0.994873,0.386883
0.918210,0.568438,0.918210,0.136448
0.150090,0.190374,0.150090,0.965972
0.542985,0.908689,0.542985,0.183203
0.851527,0.924650,0.851527,0.475570
0.949614,0.308359,0.949614,0.428114
0.900906,0.912503,0.900906,0.996948
0.163823,0.881588,0.163823,0.343638
0.712973,0.413556,0.712973,0.937620
0.357494,0.929136,0.357494,0.332011
0.038087,0.305887,0.038087,0.519761
0.383801,0.332957,0.383801,0.276040
0.309763,0.042726,0.309763,0.393323
0.937315,0.075686,0.937315,0.214972
0.617420,0.734764,0.617420,0.374432
0.339152,0.885250,0.339152,0.145146
0.303995,0.356945,0.303995,0.308603
0.947325,0.004273,0.947325,0.945860
0.188665,0.080813,0.188665,0.059145
0.191565,0.084750,0.191565,0.430097
0.414472,0.731193,0.414472,0.620228
0.233802,0.207495,0.233802,0.520371
0.920896,0.368419,0.920896,0.355327
0.253090,0.026612,0.253090,0.549486
0.541581,0.995392,0.541581,0.360485
0.355876,0.039216,0.355876,0.686300
0.727134,0.389447,0.727134,0.952574
0.111118,0.979827,0.111118,0.486404
0.892453,0.059572,0.892453,0.282510
0.710532,0.339763,0.710532,0.568194
0.389660,0.328379,0.389660,0.073672
0.753533,0.012024,0.753533,0.413373
0.105686,0.538987,0.105686,0.485061
0.657643,0.060610,0.657643,0.292764
0.684927,0.387280,0.684927,0.099643
0.693503,0.614978,0.693503,0.317301
0.376751,0.378796,0.376751,0.037629
0.645009,0.889737,0.645009,0.613575
0.508408,0.410779,0.508408,0.194739
0.094607,0.329020,0.094607,0.624683
0.582537,0.479293,0.582537,0.605457
0.333293,0.876278,0.333293,0.536119
0.999817,0.511093,0.999817,0.931364
0.895901,0.368480,0.895901,0.826380
0.406690,0.320841,0.406690,0.074343
0.721122,0.055849,0.721122,0.942869
0.667959,0.693045,0.667959,0.915098
0.936735,0.246376,0.936735,0.102664
0.464461,0.588946,0.464461,0.175970
0.269845,0.075320,0.269845,0.218268
0.515793,0.478927,0.515793,0.409772
0.081881,0.399701,0.081881,0.948393
0.427808,0.799127,0.427808,0.112613
0.028871,0.817927,0.028871,0.873714
0.165410,0.533738,0.165410,0.962462
0.346538,0.814203,0.346538,0.797723
0.150212,0.921964,0.150212,0.182257
0.760491,0.028138,0.760491,0.172491
0.983123,0.289987,0.983123,0.028352
0.021241,0.649373,0.021241,0.649403
0.791955,0.008148,0.791955,0.403638
0.064699,0.936888,0.064699,0.754967
0.204199,0.572802,0.204199,0.595904
0.796991,0.863704,0.796991,0.691580
0.944762,0.813501,0.944762,0.141118
0.504654,0.886349,0.504654,0.263314
0.058229,0.224860,0.058229,0.811762
0.890042,0.839381,0.890042,0.926817
0.757103,0.423780,0.757103,0.729911
0.731193,0.955016,0.731193,0.966796
0.893918,0.731407,0.893918,0.605731
0.167150,0.007447,0.167150,0.797143
0.059145,0.880032,0.059145,0.100681
0.608112,0.582720,0.608112,0.386486
0.303964,0.845271,0.303964,0.315867
0.270455,0.472884,0.270455,0.809076
0.487655,0.803125,0.487655,0.405103
0.337107,0.195715,0.337107,0.920530
0.250374,0.211859,0.250374,0.313425
0.742485,0.639332,0.742485,0.158574
0.610950,0.019196,0.610950,0.640309
0.582751,0.831477,0.582751,0.468978
0.189245,0.994263,0.189245,0.627857
0.151067,0.834346,0.151067,0.356090
0.054079,0.184454,0.054079,0.274239
0.597583,0.763817,0.597583,0.058809
0.195776,0.497909,0.195776,0.571825
0.214576,0.934294,0.214576,0.851405
0.623768,0.410077,0.623768,0.870540
0.346873,0.127903,0.346873,0.469069
0.089328,0.796045,0.089328,0.366131
0.926695,0.989410,0.926695,0.658895
0.433271,0.887417,0.433271,0.713523
0.633931,0.545274,0.633931,0.855586
0.558458,0.354381,0.558458,0.764916
0.681417,0.848689,0.681417,0.982269
0.027558,0.512803,0.027558,0.433241
0.224860,0.748680,0.224860,0.376232
0.285745,0.656209,0.285745,0.680380
0.398236,0.784997,0.398236,0.839778
0.508225,0.512772,0.508225,0.630421
0.973785,0.207282,0.973785,0.815882
0.073000,0.827448,0.073000,0.808008
0.647084,0.119999,0.647084,0.689077
0.658528,0.068819,0.658528,0.501511
0.947508,0.751610,0.947508,0.211249
0.966216,0.261483,0.966216,0.251442
0.773125,0.849300,0.773125,0.052309
0.068270,0.942656,0.068270,0.463668
0.550890,0.198401,0.550890,0.476119
0.380352,0.244423,0.380352,0.147588
0.021973,0.267129,0.021973,0.141057
0.259041,0.100864,0.259041,0.779717
0.651692,0.975860,0.651692,0.026093
0.224677,0.579913,0.224677,0.291543
0.664754,0.591723,0.664754,0.481368
0.808985,0.340342,0.808985,0.183203
0.705466,0.748344,0.705466,0.403912
0.027558,0.214057,0.027558,0.761528
0.122806,0.590075,0.122806,0.538652
0.477828,0.912931,0.477828,0.503403
0.880673,0.041688,0.880673,0.904080
0.061464,0.860744,0.061464,0.544053
0.092959,0.202948,0.092959,0.342936
0.332102,0.150456,0.332102,0.290262
0.183721,0.868068,0.183721,0.198157
0.468032,0.626209,0.468032,0.158788
0.672414,0.170080,0.672414,0.113529
0.869839,0.090091,0.869839,0.439467
0.583911,0.350810,0.583911,0.959655
0.383007,0.634480,0.383007,0.283639
0.483779,0.654958,0.483779,0.884365
0.145726,0.098849,0.145726,0.817377
0.138340,0.349773,0.138340,0.488968
0.061342,0.651997,0.061342,0.379681
0.800012,0.869808,0.800012,0.128666
0.896207,0.498917,0.896207,0.886013
0.117100,0.086032,0.117100,0.338542
0.002106,0.712912,0.002106,0.316202
0.669454,0.700827,0.669454,0.384228
0.664205,0.192541,0.664205,0.328135
0.128117,0.767052,0.128117,0.937742
0.073428,0.743828,0.073428,0.995758
0.040895,0.332957,0.040895,0.878231
0.924375,0.287057,0.924375,0.672323
0.242256,0.211524,0.242256,0.217811
0.637715,0.189032,0.637715,0.978942
0.888546,0.875027,0.888546,0.152318
0.208014,0.719901,0.208014,0.917661
0.118168,0.474563,0.118168,0.237037
0.676382,0.635334,0.676382,0.109714
0.336833,0.984649,0.336833,0.687643
0.228034,0.883541,0.228034,0.159001
0.127506,0.472579,0.127506,0.805689
0.915098,0.437147,0.915098,0.140202
0.785791,0.493240,0.785791,0.529710
0.003998,0.250496,0.003998,0.212012
0.479812,0.608325,0.479812,0.110813
0.948576,0.341441,0.948576,0.355693
0.035646,0.031098,0.035646,0.913602
0.987152,0.998474,0.987152,0.237953
0.347392,0.395856,0.347392,0.341655
0.365703,0.112735,0.365703,0.199683
0.412214,0.652364,0.412214,0.888730
0.185247,0.635151,0.185247,0.368816
0.990631,0.085543,0.990631,0.314188
0.874569,0.158238,0.874569,0.898923
0.891568,0.459944,0.891568,0.944029
0.287820,0.623371,0.287820,0.332255
0.882626,0.289163,0.882626,0.096469
0.427320,0.152623,0.427320,0.088260
0.225135,0.230598,0.225135,0.632893
0.791040,0.005951,0.791040,0.076693
0.834437,0.604755,0.834437,0.633503
0.345286,0.663167,0.345286,0.435926
0.064852,0.039918,0.064852,0.198157
0.122562,0.030885,0.122562,0.396222
0.120060,0.241676,0.120060,0.372173
0.443953,0.774773,0.443953,0.268136
0.088046,0.887387,0.088046,0.197058
0.766900,0.776238,0.766900,0.555681
0.601367,0.645680,0.601367,0.886410
0.157872,0.714866,0.157872,0.194494
0.122318,0.321116,0.122318,0.126408
